Course Title,Rating,Provider,Level,Reviews,Type,Duration
Oracle SQL Databases,4.6,LearnQuest,Beginner,702.0,Specialization,3 - 6 Months
Global Diplomacy: the United Nations in the World,4.7,University of London,Beginner,1600.0,Course,1 - 3 Months
Chip based VLSI design for Industrial Applications,4.7,L&T EduTech,Intermediate,9.0,Specialization,3 - 6 Months
Managing Social and Human Capital,4.5,University of Pennsylvania,Beginner,2500.0,Course,1 - 4 Weeks
Chemical Hazards and Process Safety,5.0,"University of California, Davis",Advanced,43.0,Specialization,3 - 6 Months
Finance for Technical Managers,4.7,University of Colorado Boulder,Beginner,134.0,Specialization,3 - 6 Months
Introduction to Financial Engineering and Risk Management,4.6,Columbia University,Intermediate,209.0,Course,1 - 3 Months
BI Essentials for Finance Analysts (Power BI Edition),4.7,Corporate Finance Institute,Beginner,19.0,Specialization,3 - 6 Months
"Negotiation, Mediation and Conflict Resolution",4.7,ESSEC Business School,Beginner,2100.0,Specialization,3 - 6 Months
Executive Data Science,4.5,Johns Hopkins University,Beginner,11000.0,Specialization,1 - 3 Months
Algorithmic Toolbox,4.6,University of California San Diego,Intermediate,12000.0,Course,1 - 3 Months
"Introduction to Web Development with HTML, CSS, JavaScript",4.6,IBM,Beginner,2100.0,Course,1 - 3 Months
Sustainable Cities,4.6,Johns Hopkins University,Intermediate,303.0,Specialization,3 - 6 Months
International Marketing & Cross Industry Growth,4.7,Yonsei University,Beginner,2200.0,Specialization,3 - 6 Months
"Introduction to Financial Analysis - The ""Why?""",4.7,University of Illinois Urbana-Champaign,Beginner,202.0,Course,1 - 4 Weeks
Doing more with Google Sheets,4.6,Google Cloud,Beginner,1300.0,Course,1 - 3 Months
People Analytics,4.6,University of Pennsylvania,Mixed,6000.0,Course,1 - 4 Weeks
Electric Industry Operations and Markets,4.8,Duke University,Beginner,1300.0,Course,1 - 4 Weeks
Launch Your Online Business,4.7,The State University of New York,Beginner,655.0,Course,1 - 4 Weeks
Politics and Economics of International Energy,4.7,Sciences Po,Beginner,1800.0,Course,1 - 3 Months
An Introduction to Learning Experience Design (LXD),4.9,University of Michigan,Beginner,16.0,Specialization,1 - 3 Months
Introduction to Project Management ,4.7,IBM,Beginner,1100.0,Course,1 - 3 Months
"Psychology of Anxiety, Mood, Substance Use, and Addictive Behaviors",4.8,American Psychological Association,Beginner,33.0,Specialization,3 - 6 Months
Auditing I: Conceptual Foundations of Auditing,4.7,University of Illinois Urbana-Champaign,Intermediate,576.0,Course,1 - 3 Months
Introduction to Computer Vision and Image Processing,4.3,IBM,Beginner,1200.0,Course,1 - 3 Months
Learn to Speak Korean 1,4.9,Yonsei University,Beginner,11000.0,Course,1 - 3 Months
The Science of Stem Cells,4.7,American Museum of Natural History,Intermediate,2900.0,Course,1 - 3 Months
Healthcare Organization Operations,4.6,Rutgers the State University of New Jersey,Beginner,614.0,Specialization,3 - 6 Months
AI in Healthcare Capstone,4.6,Stanford University,Mixed,209.0,Course,1 - 3 Months
Liabilities and Equity in Accounting,4.3,Intuit,Beginner,649.0,Course,1 - 4 Weeks
ITIL 4 Certification,4.2,EDUCBA,Beginner,40.0,Specialization,3 - 6 Months
American Contract Law I,4.8,Yale University,Beginner,913.0,Course,1 - 3 Months
Emotional Intelligence: Cultivating Immensely Human Interactions,4.7,University of Michigan,Intermediate,339.0,Course,1 - 4 Weeks
Deploy and Maintain Power BI Assets and Capstone project,4.3,Microsoft,Beginner,127.0,Course,1 - 3 Months
Project Management Fundamentals,4.5,Microsoft,Beginner,69.0,Course,1 - 4 Weeks
Innovation Management,4.7,Erasmus University Rotterdam,Beginner,2000.0,Course,1 - 3 Months
Architecting with Google Kubernetes Engine,4.6,Google Cloud,Beginner,5100.0,Specialization,3 - 6 Months
Write Your First Novel,4.3,Michigan State University,Beginner,322.0,Course,3 - 6 Months
Climate Change: Carbon Capture and Storage,4.8,The University of Edinburgh,Mixed,32.0,Course,1 - 3 Months
"Intro to Snowflake for Devs, Data Scientists, Data Engineers",4.6,Snowflake,Beginner,17.0,Course,1 - 4 Weeks
Marketing with TikTok,4.6,Aptly,Beginner,87.0,Specialization,1 - 3 Months
Six Sigma Principles ,4.7,Kennesaw State University,Beginner,7800.0,Course,1 - 4 Weeks
Linear Circuits 1: DC Analysis,4.5,Georgia Institute of Technology,Mixed,1500.0,Course,1 - 3 Months
Object Oriented Java Programming: Data Structures and Beyond,4.7,University of California San Diego,Intermediate,7100.0,Specialization,3 - 6 Months
Modern Security Operations,4.2,Google Cloud,Beginner,6.0,Course,1 - 3 Months
Photography Basics and Beyond: From Smartphone to DSLR,4.7,Michigan State University,Beginner,6300.0,Specialization,3 - 6 Months
Introduction to Risk Management,4.6,New York Institute of Finance,Beginner,501.0,Course,1 - 3 Months
"Organizational Leadership in Diversity, Equity & Inclusion",4.8,Rice University,Intermediate,259.0,Specialization,3 - 6 Months
Tools and Techniques for Managing Stress,4.6,Starweaver,Beginner,17.0,Course,1 - 4 Weeks
Science Literacy ,4.3,University of Alberta,Beginner,247.0,Course,1 - 3 Months
Introduction to Medical Software,4.8,Yale University,Intermediate,196.0,Course,3 - 6 Months
Privacy Law and Data Protection,4.8,University of Pennsylvania,Mixed,738.0,Course,1 - 4 Weeks
Everyday Parenting: The ABCs of Child Rearing,4.9,Yale University,Beginner,2900.0,Course,1 - 4 Weeks
Generative AI in HR - Impact and Application of Gen AI,4.4,Board Infinity,Beginner,90.0,Course,1 - 4 Weeks
UCI Project Management,4.7,"University of California, Irvine",Beginner,279.0,Professional Certificate,3 - 6 Months
Project Launch,4.7,"University of California, Irvine",Beginner,241.0,Course,1 - 3 Months
More Introduction to Financial Accounting,4.8,University of Pennsylvania,Mixed,515.0,Course,1 - 3 Months
Build Better Generative Adversarial Networks (GANs),4.7,DeepLearning.AI,Intermediate,652.0,Course,1 - 4 Weeks
Excel for Beginners: Pivot Tables,4.6,Coursera Project Network,Beginner,83.0,Guided Project,Less Than 2 Hours
Inspired Leadership,4.7,Case Western Reserve University,Intermediate,2400.0,Specialization,3 - 6 Months
Healthcare Marketplace,4.5,University of Minnesota,Beginner,1400.0,Specialization,3 - 6 Months
Using Databases with Python,4.8,University of Michigan,Beginner,21000.0,Course,1 - 3 Months
Introduction to Mechanics,4.6,Rice University,Intermediate,200.0,Specialization,1 - 3 Months
"Ethics, Technology and Engineering ",4.6,Eindhoven University of Technology,Beginner,767.0,Course,1 - 3 Months
Introduction to Cybersecurity Tools & Cyberattacks,4.6,IBM,Beginner,15000.0,Course,1 - 3 Months
Introduction to Computers and Operating Systems and Security,4.8,Microsoft,Beginner,1000.0,Course,1 - 4 Weeks
BIM Fundamentals for Engineers,4.7,National Taiwan University,Beginner,1700.0,Course,1 - 3 Months
Advanced Global Procurement and Sourcing,4.1,Rutgers the State University of New Jersey,Intermediate,16.0,Specialization,3 - 6 Months
"Black Canadians: History, Presence, and Anti-Racist Futures",4.9,University of Alberta,Beginner,33.0,Course,1 - 4 Weeks
Data Scientist Career Guide and Interview Preparation,4.7,IBM,Beginner,101.0,Course,1 - 4 Weeks
Arts and Heritage Management,4.8,Università Bocconi,Mixed,1400.0,Course,1 - 3 Months
Strategy and Sustainability,4.7,IESE Business School,Beginner,512.0,Course,1 - 3 Months
Computer Security and Systems Management,4.6,University of Colorado System,Beginner,1800.0,Specialization,3 - 6 Months
Digital Transformation,4.8,University of Virginia,Beginner,6100.0,Course,1 - 4 Weeks
Compensation and Benefits,4.7,HRCI,Beginner,226.0,Course,1 - 4 Weeks
The Arts and Science of Relationships: Understanding Human Needs,4.5,University of Toronto,Beginner,1700.0,Course,1 - 3 Months
International Law In Action: Investigating and Prosecuting International Crimes,4.8,Universiteit Leiden,Mixed,654.0,Course,1 - 3 Months
Semiconductor Packaging,4.6,Arizona State University,Beginner,94.0,Specialization,3 - 6 Months
Object Oriented Programming,4.7,University of London,Intermediate,137.0,Specialization,1 - 3 Months
Mindfulness and Well-being,4.8,Rice University,Beginner,1000.0,Specialization,3 - 6 Months
Effective Business Presentations with Powerpoint,4.5,PwC,Beginner,1100.0,Course,1 - 4 Weeks
Measure and Optimize Social Media Marketing Campaigns,4.9,Meta,Beginner,1700.0,Course,1 - 4 Weeks
Security Principles,4.7,ISC2,Beginner,355.0,Course,1 - 3 Months
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,4.6,University of Pennsylvania,Mixed,1500.0,Course,1 - 4 Weeks
Design Thinking for Innovation,4.7,University of Virginia,Beginner,8600.0,Course,1 - 3 Months
AI for Medical Prognosis ,4.7,DeepLearning.AI,Intermediate,767.0,Course,1 - 4 Weeks
Art for Games,4.5,Michigan State University,Beginner,347.0,Specialization,3 - 6 Months
Spacecraft Dynamics and Control,4.8,University of Colorado Boulder,Advanced,418.0,Specialization,3 - 6 Months
Introduction to Data Engineering,4.7,IBM,Beginner,2600.0,Course,1 - 4 Weeks
Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,4.8,University of Washington,Beginner,396.0,Course,1 - 3 Months
Battery Technologies,4.7,Arizona State University,Beginner,97.0,Specialization,3 - 6 Months
Leadership Strategies for AI and Generative AI,4.7,Fractal Analytics,Beginner,84.0,Specialization,3 - 6 Months
Driving business towards the Sustainable Development Goals,4.8,Erasmus University Rotterdam,Beginner,1400.0,Course,1 - 3 Months
International Security Management,4.7,Erasmus University Rotterdam,Beginner,1100.0,Course,1 - 3 Months
Certified Ethical Hacking (v12),4.7,LearnKartS,Intermediate,41.0,Specialization,1 - 3 Months
Financial Statement Analysis,4.6,Intuit,Beginner,512.0,Course,1 - 4 Weeks
AI for Course Design,3.7,University of Colorado Boulder,Beginner,9.0,Course,1 - 4 Weeks
FinTech Law and Policy,4.8,Duke University,Beginner,846.0,Course,1 - 3 Months
Stakeholder Management  ,4.4,Starweaver,Beginner,34.0,Course,1 - 4 Weeks
Drug Discovery ,4.6,University of California San Diego,Beginner,3700.0,Course,1 - 3 Months
C Programming with Linux,4.6,Dartmouth College,Beginner,342.0,Specialization,3 - 6 Months
Kotlin for Java Developers,4.7,JetBrains,Intermediate,2000.0,Course,1 - 3 Months
Schizophrenia,4.8,Wesleyan University,Intermediate,2200.0,Course,1 - 3 Months
Compliance and Risk Management,4.8,HRCI,Beginner,140.0,Course,1 - 3 Months
Introduction to Self-Driving Cars,4.7,University of Toronto,Advanced,2800.0,Course,1 - 3 Months
Gender Analytics: Gender Equity through Inclusive Design,4.8,University of Toronto,Beginner,527.0,Specialization,3 - 6 Months
Getting Started with Git and GitHub,4.6,IBM,Beginner,1200.0,Course,1 - 4 Weeks
Understanding child development: from synapse to society,4.6,Utrecht University,Beginner,301.0,Course,1 - 3 Months
FinTech: Finance Industry Transformation and Regulation,4.7,The Hong Kong University of Science and Technology,Beginner,804.0,Specialization,3 - 6 Months
Building Your Audience for Music Professionals,No rating,GRAMMY GO,Beginner,0.0,Specialization,1 - 3 Months
Generative AI in Marketing,4.4,University of Virginia Darden School Foundation,Beginner,27.0,Specialization,1 - 3 Months
Materials Science for Technological Application,4.8,Arizona State University,Beginner,58.0,Specialization,3 - 6 Months
Introduction to Model-Based Systems Engineering,4.2,Siemens,Beginner,37.0,Course,1 - 3 Months
R Programming,4.5,Johns Hopkins University,Intermediate,22000.0,Course,1 - 4 Weeks
Real Estate Development: Building Value in Your Community,No rating,University of Michigan,Beginner,0.0,Course,1 - 3 Months
Coaching Skills for Managers,4.8,"University of California, Davis",Intermediate,2700.0,Specialization,3 - 6 Months
Sustainable Fashion,4.8,Copenhagen Business School,Beginner,722.0,Course,1 - 3 Months
Introduction to Cybersecurity Fundamentals,4.7,Coursera Instructor Network,Beginner,285.0,Course,1 - 4 Weeks
Diversity and inclusion in the workplace,4.7,ESSEC Business School,Beginner,933.0,Course,1 - 4 Weeks
Finance for Non-Financial Managers,4.4,Emory University,Intermediate,405.0,Course,1 - 3 Months
Epigenetic Control of Gene Expression,4.8,The University of Melbourne,Mixed,801.0,Course,1 - 3 Months
Sustainability Consulting,5.0,University of Illinois Urbana-Champaign,Beginner,10.0,Course,1 - 3 Months
Fundamentals of Computing,4.8,Rice University,Beginner,4000.0,Specialization,3 - 6 Months
Coding Interview Preparation,4.6,Meta,Intermediate,520.0,Course,1 - 4 Weeks
Biomedical Visualisation,4.6,University of Glasgow,Intermediate,446.0,Course,1 - 4 Weeks
Google SEO Fundamentals,4.8,"University of California, Davis",Mixed,3500.0,Course,1 - 4 Weeks
"Introduction to HTML, CSS, & JavaScript",4.4,IBM,Beginner,159.0,Course,1 - 4 Weeks
Financial Planning for Young Adults,4.6,University of Illinois Urbana-Champaign,Beginner,1300.0,Course,1 - 3 Months
Science of Diet and Exercise,4.5,National Academy of Sports Medicine,Intermediate,103.0,Specialization,1 - 4 Weeks
BigQuery for Data Analysts,4.5,Google Cloud,Intermediate,28.0,Course,1 - 3 Months
Pre-MBA Quantitative Skills,4.6,Rice University,Beginner,39.0,Specialization,3 - 6 Months
Introduction to Embedded Systems Software and Development Environments,4.5,University of Colorado Boulder,Intermediate,613.0,Course,1 - 4 Weeks
Exploratory Data Analysis for Machine Learning,4.6,IBM,Intermediate,1800.0,Course,1 - 3 Months
Strategic Business Analytics,4.4,ESSEC Business School,Advanced,1300.0,Specialization,3 - 6 Months
Positive Psychology: Resilience Skills,4.9,University of Pennsylvania,Beginner,2100.0,Course,1 - 4 Weeks
Positive Psychology ,4.7,The University of North Carolina at Chapel Hill,Mixed,5900.0,Course,1 - 3 Months
Computational Social Science,4.6,"University of California, Davis",Beginner,1000.0,Specialization,3 - 6 Months
Supply Chain Finance and Blockchain Technology,4.5,New York Institute of Finance,Intermediate,360.0,Specialization,3 - 6 Months
3D CAD Fundamental,4.7,National Taiwan University,Beginner,590.0,Course,1 - 3 Months
Visual Elements of User Interface Design,4.7,California Institute of the Arts,Beginner,6000.0,Course,1 - 3 Months
Office Productivity Software,4.7,SkillUp EdTech,Beginner,160.0,Specialization,3 - 6 Months
Deep Neural Networks with PyTorch,4.4,IBM,Intermediate,1700.0,Course,1 - 3 Months
Introduction to Deep Learning & Neural Networks with Keras,4.7,IBM,Intermediate,1600.0,Course,1 - 3 Months
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",4.8,Yale University,Intermediate,1700.0,Course,1 - 3 Months
Architecting Solutions on AWS,4.8,Amazon Web Services,Intermediate,307.0,Course,1 - 4 Weeks
Understanding the Enterprise Systems Environment,4.7,SAP,Beginner,141.0,Course,1 - 3 Months
Python for Cybersecurity,4.4,Infosec,Intermediate,408.0,Specialization,3 - 6 Months
Sample-based Learning Methods,4.8,University of Alberta,Intermediate,1200.0,Course,1 - 3 Months
Introduction to Typography,4.8,California Institute of the Arts,Beginner,5600.0,Course,1 - 4 Weeks
Supply Chain Operations,4.8,Rutgers the State University of New Jersey,Beginner,4100.0,Course,1 - 4 Weeks
Object-Oriented Data Structures in C++,4.7,University of Illinois Urbana-Champaign,Intermediate,2900.0,Course,1 - 4 Weeks
Machine Learning for All,4.7,University of London,Beginner,3400.0,Course,1 - 4 Weeks
The Principles of Real Estate,4.8,Keller Williams,Beginner,45.0,Course,1 - 3 Months
The Addicted Brain,4.7,Emory University,Beginner,2200.0,Course,1 - 3 Months
Building Strategic Foresight Capabilities,4.9,EDHEC Business School,Intermediate,146.0,Course,1 - 3 Months
Introduction to Agile Development and Scrum,4.9,IBM,Beginner,1900.0,Course,1 - 4 Weeks
Conflict Management,4.5,"University of California, Irvine",Beginner,2100.0,Specialization,3 - 6 Months
"Data Wrangling, Analysis and AB Testing with SQL",3.3,"University of California, Davis",Intermediate,955.0,Course,1 - 4 Weeks
SAS Advanced Programmer,4.8,SAS,Intermediate,373.0,Professional Certificate,3 - 6 Months
Preparing to Manage Human Resources,4.8,University of Minnesota,Mixed,9800.0,Course,1 - 4 Weeks
Lead Management in Salesforce,4.7,Salesforce,Beginner,300.0,Course,1 - 4 Weeks
Quality Improvement and Management,4.5,Board Infinity,Beginner,22.0,Course,1 - 4 Weeks
Information​ ​Systems,4.8,University of Minnesota,Beginner,1900.0,Specialization,3 - 6 Months
Foundations of Data Science: K-Means Clustering in Python,4.6,University of London,Beginner,664.0,Course,1 - 3 Months
"Project Management: Tools, Approaches, Behavioural Skills",4.8,Politecnico di Milano,Beginner,222.0,Specialization,1 - 3 Months
Value Chain Management,4.7,University of Illinois Urbana-Champaign,Intermediate,4900.0,Specialization,3 - 6 Months
"Introduction to Trading, Machine Learning & GCP",4.0,Google Cloud,Intermediate,836.0,Course,1 - 4 Weeks
GPU Programming,2.7,Johns Hopkins University,Intermediate,103.0,Specialization,3 - 6 Months
From the Big Bang to Dark Energy,4.8,The University of Tokyo,Beginner,3500.0,Course,1 - 4 Weeks
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,4.6,The University of Sydney,Intermediate,1100.0,Course,1 - 3 Months
"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.7,University of Michigan,Beginner,14000.0,Course,1 - 3 Months
Sharpened Visions: A Poetry Workshop,4.8,California Institute of the Arts,Beginner,1800.0,Course,1 - 3 Months
Animal Welfare in the Clinic,4.9,The University of Edinburgh,Intermediate,15.0,Course,1 - 4 Weeks
Introduction to Data Science in Python,4.5,University of Michigan,Intermediate,27000.0,Course,1 - 4 Weeks
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",4.8,University of Copenhagen,Beginner,4400.0,Course,1 - 4 Weeks
Agile Meets Design Thinking,4.7,University of Virginia,Beginner,3400.0,Course,1 - 4 Weeks
Operations Analytics,4.7,University of Pennsylvania,Mixed,5100.0,Course,1 - 4 Weeks
Construction Cost Estimating and Cost Control,4.7,Columbia University,Beginner,2000.0,Course,3 - 6 Months
EDIVET: Do you have what it takes to be a veterinarian?,4.8,The University of Edinburgh,Mixed,2400.0,Course,1 - 3 Months
C Programming for Everybody,4.6,University of Michigan,Intermediate,51.0,Specialization,3 - 6 Months
Storytelling and influencing: Communicate with impact,4.8,Macquarie University,Mixed,2100.0,Course,1 - 3 Months
Memoir and Personal Essay: Write About Yourself,4.4,Wesleyan University,Beginner,405.0,Specialization,3 - 6 Months
Implant Dentistry,4.8,The University of Hong Kong,Mixed,1500.0,Course,1 - 3 Months
Introduction to DevOps,4.8,IBM,Beginner,2900.0,Course,1 - 3 Months
Data for Business Analysts Using Microsoft Excel,4.6,Microsoft,Beginner,47.0,Course,1 - 3 Months
Learn English: Advanced Academic Speaking and Listening,4.5,"University of California, Irvine",Intermediate,1300.0,Specialization,3 - 6 Months
Introduction to Cybersecurity & Risk Management,4.7,"University of California, Irvine",Beginner,249.0,Specialization,1 - 3 Months
Engineering Health: Introduction to Yoga and Physiology,4.8,New York University,Beginner,497.0,Course,3 - 6 Months
HR Analytics- Build an HR dashboard using Power BI,4.6,Coursera Project Network,Beginner,273.0,Guided Project,Less Than 2 Hours
Blockchain Revolution in Financial Services,4.7,INSEAD,Beginner,966.0,Specialization,3 - 6 Months
Virtual Teacher,4.6,"University of California, Irvine",Beginner,2300.0,Specialization,3 - 6 Months
Introduction to Environmental Law and Policy,4.8,The University of North Carolina at Chapel Hill,Mixed,2900.0,Course,1 - 3 Months
Becoming an SAP Professional,4.7,SAP,Beginner,116.0,Course,1 - 4 Weeks
Functional Programming in Scala,4.7,École Polytechnique Fédérale de Lausanne,Intermediate,11000.0,Specialization,3 - 6 Months
Microsoft Public Relations and Communications Associate,No rating,Microsoft,Beginner,0.0,Professional Certificate,3 - 6 Months
Systems Biology and Biotechnology,4.4,Icahn School of Medicine at Mount Sinai,Intermediate,951.0,Specialization,3 - 6 Months
Semiconductor Devices,4.4,University of Colorado Boulder,Advanced,543.0,Specialization,1 - 3 Months
Learn Interpersonal Psychotherapy,5.0,University of Toronto,Mixed,13.0,Course,1 - 3 Months
Introduction to the Biology of Cancer,4.8,Johns Hopkins University,Beginner,7400.0,Course,1 - 3 Months
​​Church Administration: Human Resources,4.9,Duke University,Beginner,25.0,Specialization,1 - 3 Months
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,HEC Paris,Intermediate,750.0,Course,1 - 4 Weeks
Weight Management: Beyond Balancing Calories,4.7,Emory University,Beginner,1100.0,Course,1 - 3 Months
Learning to Teach Online,4.7,UNSW Sydney (The University of New South Wales),Beginner,3100.0,Course,1 - 3 Months
Product Management: Foundations & Stakeholder Collaboration,4.6,SkillUp EdTech,Beginner,99.0,Course,1 - 3 Months
Human Factors & Usability Engineering: Designing for Humans,5.0,Arizona State University,Intermediate,6.0,Specialization,3 - 6 Months
Developing Front-End Apps with React,4.3,IBM,Intermediate,484.0,Course,1 - 4 Weeks
"Power System: Generation, Transmission and Protection",4.5,L&T EduTech,Intermediate,115.0,Specialization,3 - 6 Months
Global Environmental Management,4.7,Technical University of Denmark (DTU),Intermediate,2000.0,Course,1 - 3 Months
Suicide Prevention,4.6,Wesleyan University,Beginner,231.0,Course,1 - 4 Weeks
Strategies for Cloud Security Risk Management,4.7,Google Cloud,Beginner,13.0,Course,1 - 4 Weeks
Trustworthy Generative AI,4.8,Vanderbilt University,Beginner,263.0,Course,1 - 4 Weeks
English for Business and Entrepreneurship,4.8,University of Pennsylvania,Beginner,4800.0,Course,1 - 3 Months
Integrative Nursing,4.8,University of Minnesota,Beginner,833.0,Specialization,3 - 6 Months
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.4,IBM,Intermediate,808.0,Course,1 - 3 Months
How to Play Guitar,4.8,Berklee,Beginner,2600.0,Specialization,3 - 6 Months
What Does a Music Producer Do?,No rating,GRAMMY GO,Beginner,0.0,Course,1 - 4 Weeks
Arabic for Beginners,4.7,Khalifa University,Beginner,40.0,Specialization,3 - 6 Months
Expressway to Data Science: Essential Math,4.5,University of Colorado Boulder,Intermediate,384.0,Specialization,3 - 6 Months
5G for Everyone,4.8,Qualcomm Academy,Beginner,564.0,Course,1 - 3 Months
Managing the Company of the Future,4.8,University of London,Mixed,3500.0,Course,1 - 3 Months
Social Work Practice: Advocating Social Justice and Change,4.8,University of Michigan,Beginner,380.0,Course,1 - 4 Weeks
Epidemiology: The Basic Science of Public Health,4.7,The University of North Carolina at Chapel Hill,Mixed,4700.0,Course,1 - 3 Months
Artificial Intelligence: Ethics & Societal Challenges,4.7,Lund University,Beginner,139.0,Course,1 - 4 Weeks
Introduction to Logic and Critical Thinking,4.6,Duke University,Beginner,3400.0,Specialization,3 - 6 Months
How to Create an Online Course,4.6,The University of Edinburgh,Intermediate,126.0,Course,1 - 4 Weeks
Home-Based Child Care,4.7,The State University of New York,Beginner,72.0,Specialization,3 - 6 Months
Learn English: Advanced Grammar and Punctuation,4.8,"University of California, Irvine",Advanced,2500.0,Specialization,3 - 6 Months
Implementing RPA with Cognitive Automation and Analytics,4.5,Automation Anywhere,Beginner,618.0,Specialization,3 - 6 Months
Meta Social Media Marketing Capstone,4.8,Meta,Beginner,589.0,Course,1 - 4 Weeks
Introduction to Microsoft 365 Copilot,4.8,Microsoft,Beginner,30.0,Course,1 - 3 Months
Introduction to Comparative Indo-European Linguistics,4.5,Universiteit Leiden,Intermediate,79.0,Course,1 - 3 Months
C++ Programming for Unreal Game Development,4.5,University of Colorado System,Intermediate,183.0,Specialization,3 - 6 Months
Social Policy for Social Services & Health Practitioners,4.8,Columbia University,Beginner,438.0,Specialization,3 - 6 Months
Finance of Mergers and Acquisitions: Valuation and Pricing,4.7,University of Illinois Urbana-Champaign,Intermediate,175.0,Course,1 - 3 Months
Social Media Marketing,4.6,Northwestern University,Beginner,5400.0,Specialization,3 - 6 Months
Navigating Generative AI for Leaders,4.9,Coursera,Beginner,79.0,Specialization,1 - 3 Months
Healthier Materials and Sustainable Building,4.8,"Parsons School of Design, The New School",Intermediate,31.0,Specialization,1 - 3 Months
Introduction to Scripting in Python,4.7,Rice University,Beginner,4200.0,Specialization,3 - 6 Months
Hospitality Luxury Brand Management,4.5,Starweaver,Intermediate,26.0,Course,1 - 4 Weeks
Effective Compliance Programs,4.9,University of Pennsylvania,Mixed,728.0,Course,1 - 4 Weeks
Feminism and Social Justice,4.8,"University of California, Santa Cruz",Beginner,6100.0,Course,1 - 3 Months
Google Cloud Big Data and Machine Learning Fundamentals,4.7,Google Cloud,Beginner,16000.0,Course,1 - 3 Months
Construction Scheduling,4.8,Columbia University,Beginner,2100.0,Course,3 - 6 Months
Apply Generative Adversarial Networks (GANs),4.8,DeepLearning.AI,Intermediate,518.0,Course,1 - 4 Weeks
Learn English: Intermediate Grammar,4.8,"University of California, Irvine",Intermediate,5200.0,Specialization,3 - 6 Months
Introduction to Events Management ,4.8,Coursera Instructor Network,Beginner,25.0,Course,1 - 4 Weeks
Introduction to Microsoft Azure Cloud Services,4.6,Microsoft,Beginner,2200.0,Course,1 - 4 Weeks
ChatGPT for Beginners: Save time with Microsoft Excel,4.6,Coursera Project Network,Intermediate,159.0,Guided Project,Less Than 2 Hours
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,University of Pennsylvania,Intermediate,548.0,Course,1 - 3 Months
Plant Bioinformatic Methods,4.7,University of Toronto,Beginner,2100.0,Specialization,3 - 6 Months
Django for Everybody,4.7,University of Michigan,Intermediate,2400.0,Specialization,3 - 6 Months
Introduction to Google Workspace Administration,4.7,Google Cloud,Beginner,2300.0,Course,1 - 4 Weeks
Data Analysis with Spreadsheets and SQL,4.6,Meta,Beginner,86.0,Course,1 - 3 Months
Modeling Risk and Realities,4.6,University of Pennsylvania,Mixed,2200.0,Course,1 - 4 Weeks
Change Management for Generative AI,4.4,Vanderbilt University,Beginner,41.0,Course,1 - 4 Weeks
Math Prep: College & Work Ready,4.4,University of North Texas,Beginner,193.0,Course,1 - 4 Weeks
Leverage Data Science for a More Agile Supply Chain,4.5,"University of California, Irvine",Intermediate,259.0,Specialization,1 - 3 Months
Dairy Production and Management,4.9,The Pennsylvania State University,Mixed,1400.0,Course,1 - 3 Months
Financial Reporting,4.7,University of Illinois Urbana-Champaign,Intermediate,811.0,Specialization,3 - 6 Months
Inclusive Leadership: The Power of Workplace Diversity,4.9,University of Colorado System,Beginner,1800.0,Course,1 - 4 Weeks
Children's Human Rights - An Interdisciplinary Introduction,4.7,University of Geneva,Beginner,2100.0,Course,1 - 3 Months
Supply Chain Management and Analytics,4.9,Unilever,Beginner,132.0,Course,1 - 3 Months
"Internal Displacement, Conflict and Protection",4.9,University of London,Beginner,53.0,Course,1 - 3 Months
Statistics with Python,4.6,University of Michigan,Beginner,3200.0,Specialization,1 - 3 Months
"Teaching with Art: Using Inquiry, Activities, and Themes",4.8,The Museum of Modern Art,Intermediate,2000.0,Specialization,3 - 6 Months
Entrepreneurship: Launching an Innovative Business,4.6,"University of Maryland, College Park",Beginner,2100.0,Specialization,3 - 6 Months
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,Universiteit Leiden,Mixed,1100.0,Course,1 - 3 Months
Excel Skills for Business: Intermediate II,4.8,Macquarie University,Intermediate,8100.0,Course,1 - 3 Months
Data Structures,4.6,University of California San Diego,Intermediate,5400.0,Course,1 - 3 Months
AI and Climate Change,4.8,DeepLearning.AI,Beginner,80.0,Course,1 - 4 Weeks
Creative Writing: The Craft of Plot,4.7,Wesleyan University,Mixed,4800.0,Course,1 - 4 Weeks
Generative AI Essentials: Overview and Impact,4.6,University of Michigan,Beginner,102.0,Course,1 - 4 Weeks
Good with Words: Speaking and Presenting,4.6,University of Michigan,Beginner,241.0,Specialization,3 - 6 Months
Generative AI: Enhance your Data Analytics Career ,4.7,IBM,Intermediate,37.0,Course,1 - 4 Weeks
Data Analytics in the Public Sector with R,4.8,University of Michigan,Intermediate,52.0,Specialization,3 - 6 Months
Renewable Energy and Green Building Entrepreneurship,4.7,Duke University,Beginner,2700.0,Course,1 - 3 Months
