Course Title,Rating,Provider,Level,Reviews,Type,Duration / Weeks
Getting Started with Tableau,4.4,SkillUp EdTech,Beginner,10.0,Course,1 - 4
Apache Spark (TM) SQL for Data Analysts,4.4,Databricks,Intermediate,522.0,Course,4 - 12
"AI-Enhanced Copywriting: SurferSEO, Upword and Anyword",4.3,Coursera Instructor Network,Beginner,8.0,Course,1 - 4
Project Management: Life cycle and project planning,4.9,Politecnico di Milano,Beginner,71.0,Course,1 - 4
Advanced Functional Ceramics,4.7,Yonsei University,Mixed,144.0,Course,4 - 12
More Chinese for Beginners,4.8,Peking University,Mixed,1400.0,Course,4 - 12
ASQ-Certified Six Sigma Green Belt (CSSGB) Exam Prep,4.5,SkillUp EdTech,Intermediate,6.0,Specialization,12 - 24
Security for Artificial Intelligence Software and Services,3.3,Board Infinity,Intermediate,8.0,Course,1 - 4
The Data Science of Health Informatics,4.6,Johns Hopkins University,Beginner,199.0,Course,1 - 4
Project Management Project,4.8,"University of California, Irvine",Mixed,3100.0,Course,4 - 12
Statistics in Psychological Research,4.5,American Psychological Association,Beginner,25.0,Course,4 - 12
Road to the CISO – Culminating Project Course,5.0,Kennesaw State University,Intermediate,22.0,Course,4 - 12
Business English: Basics,4.5,The Hong Kong University of Science and Technology,Mixed,1200.0,Course,4 - 12
Building High-Performing Teams,4.8,University of Pennsylvania,Beginner,448.0,Course,4 - 12
Computer and Peripheral Hardware,4.6,Illinois Tech,Beginner,33.0,Course,1 - 4
Machine Learning Using SAS Viya,4.7,SAS,Intermediate,100.0,Course,4 - 12
Python and Machine Learning for Asset Management ,3.1,EDHEC Business School,Intermediate,322.0,Course,4 - 12
Advanced Tools for Digital Marketing Analytics,4.6,Unilever,Beginner,19.0,Course,1 - 4
After the Arab Spring – Democratic Aspirations and State Failure,4.7,University of Copenhagen,Beginner,523.0,Course,4 - 12
Photovoltaic solar energy,4.2,École Polytechnique,Beginner,456.0,Course,1 - 4
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,4.7,IE Business School,Beginner,249.0,Course,4 - 12
Backend Development using ASP.Net,3.9,Board Infinity,Intermediate,52.0,Course,1 - 4
Social Network Analysis,4.7,"University of California, Davis",Beginner,228.0,Course,4 - 12
Foundations of Quantum Mechanics,4.4,University of Colorado Boulder,Intermediate,71.0,Course,4 - 12
Mastering Power BI for Data Analytics & Storytelling,4.4,Edureka,Intermediate,8.0,Specialization,12 - 24
Planned Giving,4.6,"University of California, Davis",Beginner,32.0,Course,1 - 4
Programming for the Internet of Things Project,4.7,"University of California, Irvine",Mixed,888.0,Course,4 - 12
"Disaster, Crisis, and Emergency Preparedness Communication",4.7,The State University of New York,Beginner,164.0,Course,1 - 4
Developing Industrial Internet of Things,4.6,University of Colorado Boulder,Intermediate,642.0,Specialization,12 - 24
Understanding Political Concepts,4.8,Università di Napoli Federico II,Beginner,18.0,Course,1 - 4
The Discovery of the Higgs Boson,4.7,The University of Edinburgh,Intermediate,12.0,Course,4 - 12
The Emergence of the Modern Middle East - Part II,4.8,Tel Aviv University,Mixed,506.0,Course,4 - 12
Introduction to Machine Learning in Sports Analytics,4.7,University of Michigan,Intermediate,19.0,Course,1 - 4
Financial Forecasting and Reporting,4.7,University of Colorado Boulder,Intermediate,44.0,Course,4 - 12
Arabic for Beginners: Communicating in Arabic Culture,5.0,Khalifa University,Intermediate,8.0,Course,1 - 4
Reimagining Blackness and Architecture,4.8,The Museum of Modern Art,Beginner,69.0,Course,4 - 12
Leading Organizational Change,4.3,Kennesaw State University,Beginner,15.0,Course,4 - 12
Energy Harvesting,4.4,Sungkyunkwan University,Beginner,39.0,Course,1 - 4
Teaching the Violin and Viola: Creating a Healthy Foundation,4.7,Northwestern University,Mixed,205.0,Course,4 - 12
"History of Rock, Part One",4.8,University of Rochester,Beginner,1100.0,Course,4 - 12
Assessment for Learning,4.7,University of Illinois Urbana-Champaign,Beginner,280.0,Course,1 - 4
"Planning, Auditing and Maintaining Enterprise Systems",4.7,University of Colorado System,Intermediate,217.0,Course,4 - 12
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,4.8,Georgia Institute of Technology,Mixed,307.0,Course,4 - 12
Building No-Code Apps with AppSheet: Implementation,4.5,Google Cloud,Intermediate,10.0,Course,4 - 12
Air Pollution – a Global Threat to our Health,4.8,University of Copenhagen,Beginner,1500.0,Course,1 - 4
Vector Calculus for Engineers,4.8,The Hong Kong University of Science and Technology,Beginner,1300.0,Course,4 - 12
Developing Your Musicianship,4.8,Berklee,Mixed,1300.0,Course,4 - 12
Types of Conflict,4.5,"University of California, Irvine",Mixed,1100.0,Course,4 - 12
World Design for Video Games,4.5,California Institute of the Arts,Beginner,797.0,Course,1 - 4
GST - Genesis and imposition!,4.5,PwC India,Beginner,55.0,Course,1 - 4
Nuclear fuel management: a practical approach,4.7,Universidad Nacional Autónoma de México,Intermediate,7.0,Specialization,12 - 24
Basic System Programming on IBM Z,4.8,IBM,Intermediate,349.0,Course,1 - 4
Learning Experience Design: Theories and Frameworks,4.9,University of Michigan,Beginner,7.0,Course,1 - 4
Microsoft Azure Databricks for Data Engineering,4.2,Microsoft,Intermediate,113.0,Course,4 - 12
Introduction to Supply Chain Finance & Blockchain Technology,4.6,New York Institute of Finance,Intermediate,288.0,Course,1 - 4
Interest Rate Models,4.5,École Polytechnique Fédérale de Lausanne,Advanced,185.0,Course,4 - 12
Foundations of Teaching for Learning: Planning for Teaching and Learning,4.8,Commonwealth Education Trust,Mixed,222.0,Course,4 - 12
Gen AI Foundational Models for NLP & Language Understanding,5.0,IBM,Intermediate,6.0,Course,1 - 4
The Marketing Plan,4.6,IE Business School,Mixed,443.0,Course,1 - 4
The Neuroscience of Personal Excellence,4.7,University of Colorado Boulder,Beginner,22.0,Course,4 - 12
Introduction to Neurohacking In R,4.6,Johns Hopkins University,Intermediate,301.0,Course,1 - 4
Sustainable Design Practices in Building Design,4.6,L&T EduTech,Intermediate,9.0,Specialization,4 - 12
Banking and Financial Institutions,4.7,University of Illinois Urbana-Champaign,Intermediate,166.0,Course,4 - 12
Solving Complex Problems,4.5,Macquarie University,Beginner,213.0,Specialization,12 - 24
Introduction to Computer Vision,4.5,MathWorks,Intermediate,39.0,Course,1 - 4
Israel State and Society ,4.7,Hebrew University of Jerusalem,Beginner,366.0,Course,12 - 24
Quality Improvement in Healthcare Organizations,4.7,Rutgers the State University of New Jersey,Beginner,181.0,Course,1 - 4
Guided Tour of Machine Learning in Finance,3.8,New York University,Intermediate,673.0,Course,1 - 4
Introduction to Blockchain for Global Commerce,4.7,INSEAD,Beginner,28.0,Course,4 - 12
Practical Machine Learning,4.5,Johns Hopkins University,Mixed,3200.0,Course,1 - 4
"Pressure, Force, Motion, and Humidity Sensors ",4.7,University of Colorado Boulder,Intermediate,232.0,Course,4 - 12
When Disaster Meets Conflict,4.7,Erasmus University Rotterdam,Intermediate,66.0,Course,4 - 12
Employment Contracts,4.8,University of Pennsylvania,Intermediate,34.0,Course,1 - 4
Agile Software Development,4.7,University of Minnesota,Intermediate,7200.0,Course,1 - 4
Cluster Analysis in Data Mining,4.5,University of Illinois Urbana-Champaign,Mixed,404.0,Course,4 - 12
Success,4.8,University of Pennsylvania,Beginner,1200.0,Course,1 - 4
Applied Text Mining in Python,4.2,University of Michigan,Intermediate,3800.0,Course,1 - 4
Pattern Discovery in Data Mining,4.3,University of Illinois Urbana-Champaign,Mixed,317.0,Course,4 - 12
Advertising and E-commerce on TikTok,4.7,Aptly,Beginner,43.0,Course,1 - 4
"Get Started with Cloud Native, DevOps, Agile, and NoSQL",4.7,IBM,Intermediate,23.0,Course,4 - 12
Healthcare Data Literacy,4.4,"University of California, Davis",Intermediate,115.0,Course,1 - 4
Validity and Bias in Epidemiology,4.9,Imperial College London,Intermediate,235.0,Course,1 - 4
Introduction to Finance: The Role of Financial Markets,4.6,University of Illinois Urbana-Champaign,Beginner,70.0,Course,4 - 12
Getting Started with CyberGIS,4.1,University of Illinois Urbana-Champaign,Beginner,26.0,Course,4 - 12
Introduction to Virtual Reality,4.7,University of London,Beginner,1800.0,Course,1 - 4
Technical Support (IT) Case Studies and Capstone,4.8,IBM,Intermediate,147.0,Course,4 - 12
Study Skills for University Success,4.7,"University of California, Irvine",Beginner,88.0,Course,1 - 4
Solar Energy Systems Overview,4.7,University at Buffalo,Beginner,796.0,Course,4 - 12
Practical Guide to Navigating Professional Relationships,4.6,Salesforce,Beginner,39.0,Course,4 - 12
New Models of Business in Society,4.7,University of Virginia,Mixed,4000.0,Course,1 - 4
International Business Venturing Abroad,4.8,University of Colorado Boulder,Beginner,69.0,Course,4 - 12
How Software Ate Finance,4.7,Stanford University,Mixed,137.0,Course,4 - 12
Marketing Mix Fundamentals,4.6,IE Business School,Beginner,1000.0,Course,1 - 4
Digital Competition in Financial Services,4.6,Copenhagen Business School,Beginner,968.0,Course,4 - 12
Frontend Development using React,4.1,Board Infinity,Intermediate,31.0,Course,1 - 4
Management Foundations in the Hospitality Industry,4.3,University of North Texas,Beginner,63.0,Course,1 - 4
Mathematics for Computer Science,4.1,University of London,Beginner,222.0,Course,4 - 12
Build and Operate Machine Learning Solutions with Azure,3.8,Microsoft,Intermediate,55.0,Course,4 - 12
"Introduction to Data, Signal, and Image Analysis with MATLAB",4.7,Vanderbilt University,Intermediate,198.0,Course,4 - 12
Fintech Startups in Emerging Markets,4.6,University of Cape Town,Beginner,215.0,Specialization,12 - 24
Creating Behavioral Change,4.8,Wesleyan University,Beginner,135.0,Course,1 - 4
Natural Language Processing on Google Cloud,4.4,Google Cloud,Advanced,522.0,Course,4 - 12
Foundations of marketing analytics,4.6,ESSEC Business School,Mixed,754.0,Course,4 - 12
Advanced Application Management with Red Hat OpenShift,4.6,Red Hat,Intermediate,43.0,Course,4 - 12
Healthcare Data Management and Information Systems,4.9,Northeastern University,Beginner,10.0,Course,1 - 4
Central Banks and Monetary Policy,4.6,University of Illinois Urbana-Champaign,Intermediate,69.0,Course,4 - 12
Data Engineering with Rust,3.2,Duke University,Intermediate,22.0,Course,1 - 4
"Problem Solving, Python Programming, and Video Games",4.3,University of Alberta,Beginner,227.0,Course,4 - 12
Essential Linear Algebra for Data Science,4.4,University of Colorado Boulder,Intermediate,151.0,Course,4 - 12
Input Filter Design,4.8,University of Colorado Boulder,Intermediate,34.0,Course,1 - 4
Recommendation Systems on Google Cloud,4.5,Google Cloud,Advanced,473.0,Course,4 - 12
Mobile Development and JavaScript,4.2,Meta,Beginner,87.0,Course,4 - 12
Introduction to Network Automation,4.7,Cisco Learning and Certifications,Intermediate,45.0,Course,1 - 4
Business Applications of Hypothesis Testing and Confidence Interval Estimation ,4.8,Rice University,Mixed,1300.0,Course,1 - 4
Introduction to Data Analytics for Business,4.7,University of Colorado Boulder,Beginner,3100.0,Course,1 - 4
Virtual Teacher Final Project,4.8,"University of California, Irvine",Beginner,212.0,Course,4 - 12
Oncology Nursing（肿瘤护理）,4.3,Peking University,Intermediate,6.0,Course,4 - 12
Writing a Personal Essay,4.5,Wesleyan University,Mixed,82.0,Course,1 - 4
How to Create Video for Online Courses,4.8,The University of Edinburgh,Beginner,134.0,Course,1 - 4
Materials Data Sciences and Informatics,4.5,Georgia Institute of Technology,Intermediate,330.0,Course,4 - 12
Scandinavian Film and Television,4.7,University of Copenhagen,Beginner,585.0,Course,4 - 12
Energy Justice: Fostering More Equitable Energy Futures,4.8,Dartmouth College,Beginner,30.0,Course,1 - 4
Major and Principal Gifts,4.5,"University of California, Davis",Beginner,21.0,Course,4 - 12
Working as a Scrum Master,4.4,SkillUp EdTech,Intermediate,32.0,Course,4 - 12
Boosting Productivity through the Tech Stack,4.3,Salesforce,Beginner,30.0,Course,4 - 12
Strategy Implementation,4.6,Copenhagen Business School,Mixed,906.0,Course,4 - 12
Discrete Mathematics,3.2,Shanghai Jiao Tong University,Intermediate,178.0,Course,4 - 12
Developing the SIR Model,4.8,Imperial College London,Intermediate,263.0,Course,1 - 4
Coaching Conversations,4.7,"University of California, Davis",Beginner,294.0,Course,4 - 12
Jazz Improvisation,4.8,Berklee,Intermediate,784.0,Course,4 - 12
Palo Alto Networks Network Security Fundamentals,4.7,Palo Alto Networks,Intermediate,153.0,Course,4 - 12
Predictive Models for Toxic Chemical Releases,5.0,"University of California, Davis",Mixed,6.0,Course,1 - 4
Writing and Editing: Revising,4.8,University of Michigan,Beginner,360.0,Course,1 - 4
Machine Learning for Computer Vision,4.8,MathWorks,Beginner,15.0,Course,1 - 4
Prepare for the EMT Certification Test,4.6,University of Colorado System,Beginner,107.0,Course,1 - 4
More C# Programming and Unity,4.8,University of Colorado System,Intermediate,602.0,Course,1 - 4
How to Write a Resume (Project-Centered Course),4.6,The State University of New York,Mixed,3800.0,Course,4 - 12
Teaching Science at University,4.6,University of Zurich,Beginner,179.0,Course,4 - 12
Management of Urban Infrastructures – part 1,4.7,École Polytechnique Fédérale de Lausanne,Mixed,771.0,Course,4 - 12
Developing AI Policy,4.3,Fred Hutchinson Cancer Center,Beginner,10.0,Course,1 - 4
SEL for Students: A Path to Social Emotional Well-Being,4.8,University of Colorado Boulder,Advanced,292.0,Course,4 - 12
"One Health: Pandemic preparedness, prevention, and response",4.4,Politecnico di Milano,Intermediate,19.0,Course,4 - 12
Corporate Finance I: Measuring and Promoting Value Creation,4.7,University of Illinois Urbana-Champaign,Beginner,1100.0,Course,4 - 12
Introduction to Statistical Analysis:  Hypothesis Testing,4.6,SAS,Intermediate,114.0,Course,1 - 4
Participatory Approaches in Public Health,4.4,Imperial College London,Beginner,28.0,Specialization,12 - 24
Sales Training: Inbound Business Strategy,4.8,HubSpot Academy,Beginner,100.0,Course,1 - 4
"8 Most Controversial Terms in AI, Explained",5.0,Coursera Instructor Network,Beginner,16.0,Course,4 - 12
African cities : An Introduction to Urban Planning,4.7,École Polytechnique Fédérale de Lausanne,Intermediate,19.0,Course,4 - 12
Advanced Neurobiology II,4.4,Peking University,Intermediate,150.0,Course,4 - 12
Electrical Power Generation - An Industrial Outlook,4.6,L&T EduTech,Beginner,68.0,Course,1 - 4
Street Experiments for Sustainable and Resilient cities,4.8,Technical University of Munich (TUM),Beginner,36.0,Course,1 - 4
MySQL for Data Analytics and Business Intelligence,3.7,Edureka,Beginner,10.0,Course,1 - 4
Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,4.7,Duke University,Mixed,1100.0,Course,4 - 12
Emotions: a Philosophical Introduction,4.3,Universitat Autònoma de Barcelona,Beginner,504.0,Course,4 - 12
 Introduction to Tech Sales,4.5,Coursera Instructor Network,Intermediate,11.0,Course,1 - 4
Investments II: Lessons and Applications for Investors,4.8,University of Illinois Urbana-Champaign,Intermediate,848.0,Course,4 - 12
Guitar Scales and Chord Progressions,4.7,Berklee,Intermediate,384.0,Course,4 - 12
Material Behavior,4.8,Georgia Institute of Technology,Mixed,1200.0,Course,4 - 12
Designing Learning Innovation,4.9,Politecnico di Milano,Beginner,639.0,Course,4 - 12
Setting a Generative AI Strategy,4.9,Coursera,Beginner,27.0,Course,1 - 4
Building Materials and Human Health,4.8,"Parsons School of Design, The New School",Intermediate,10.0,Course,1 - 4
Greening the Economy: Lessons from Scandinavia,4.7,Lund University,Beginner,588.0,Course,4 - 12
Explore Core Data Concepts in Microsoft Azure,4.7,Microsoft,Beginner,386.0,Course,1 - 4
Securing Investment Returns in the Long Run,4.8,University of Geneva,Mixed,1200.0,Course,1 - 4
A Brief History of Human Spaceflight,4.4,University of Houston,Mixed,426.0,Course,4 - 12
Introduction to the Arctic: Climate,4.6,University of Alberta,Mixed,484.0,Course,1 - 4
Create the User Interface in Android Studio,4.7,Meta,Intermediate,124.0,Course,4 - 12
Building Database Applications in PHP,4.9,University of Michigan,Intermediate,1100.0,Course,4 - 12
Working for a sustainable future: concepts and approaches,4.7,Lund University,Beginner,107.0,Course,4 - 12
"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",4.7,University of California San Diego,Intermediate,131.0,Course,4 - 12
Motivating Gen Z Learners: What Parents and Teachers Need to Know,4.8,"Nanyang Technological University, Singapore",Beginner,299.0,Course,1 - 4
Academic Information Seeking,4.7,University of Copenhagen,Mixed,673.0,Course,1 - 4
The Sustainability Imperative,4.9,University of Colorado Boulder,Beginner,48.0,Course,4 - 12
Legal Tech & Startups ,4.5,IE Business School,Intermediate,231.0,Course,1 - 4
Modern American Poetry,4.4,University of Illinois Urbana-Champaign,Beginner,100.0,Course,4 - 12
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,4.8,Georgia Institute of Technology,Mixed,994.0,Course,1 - 4
Success with Integrity: Business Ethics Foundation,4.9,Coursera Instructor Network,Beginner,7.0,Course,1 - 4
Creating a Healthy Culture: Addressing Workplace Bullying,4.8,Coursera Instructor Network,Intermediate,12.0,Course,1 - 4
Data and Urban Governance,4.6,Sciences Po,Beginner,41.0,Course,1 - 4
Analyzing and Visualizing Data the Google Way,3.9,Google Cloud,Beginner,18.0,Course,1 - 4
Business Models for Innovative Care for Older People,4.5,University of Copenhagen,Intermediate,225.0,Course,4 - 12
Fundamentals of Organization,4.7,Politecnico di Milano,Beginner,158.0,Course,1 - 4
Regression Models,4.4,Johns Hopkins University,Mixed,3300.0,Course,1 - 4
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",4.8,University of Michigan,Beginner,50.0,Course,4 - 12
Python Basics for Online Research,3.5,"University of California, Davis",Beginner,24.0,Specialization,12 - 24
Python and Pandas for Data Engineering,4.6,Duke University,Beginner,204.0,Course,1 - 4
Introduction to Automated Analysis,4.3,University of Minnesota,Intermediate,73.0,Course,1 - 4
Supply Chain Optimization,4.5,"University of California, Irvine",Intermediate,19.0,Course,1 - 4
Arabic for Beginners: Arabic in the Workplace,4.8,Khalifa University,Intermediate,9.0,Course,4 - 12
ESG Investing: Setting Standards & Conducting Analysis,4.5,Interactive Brokers,Beginner,54.0,Course,4 - 12
Understanding Modern Physics II: Quantum Mechanics and Atoms,4.7,The Hong Kong University of Science and Technology,Beginner,50.0,Course,1 - 4
Intermediate Grammar Project,4.7,"University of California, Irvine",Intermediate,161.0,Course,4 - 12
Global Strategy I: How The Global Economy Works,4.8,University of Illinois Urbana-Champaign,Beginner,282.0,Course,4 - 12
Foundations of Red Hat Cloud-native Development,4.6,Red Hat,Intermediate,119.0,Course,1 - 4
Data Processing Using Python,4.1,Nanjing University,Beginner,352.0,Course,4 - 12
Automating Image Processing,4.9,MathWorks,Beginner,10.0,Course,1 - 4
Cortex-M Software Development Fundamentals,4.6,Arm,Intermediate,20.0,Course,4 - 12
Google Meet,4.8,Google Cloud,Beginner,113.0,Course,4 - 12
Leadership Principles for Software Engineers,4.8,Advancing Women in Tech,Beginner,44.0,Course,1 - 4
Advanced Styling with Responsive Design,4.7,University of Michigan,Beginner,4500.0,Course,1 - 4
Disability Awareness and Support,4.6,University of Pittsburgh,Mixed,305.0,Course,1 - 4
Critical Thinking Skills for University Success,4.8,The University of Sydney,Beginner,1100.0,Course,4 - 12
Networking and Security Architecture with VMware NSX,4.7,VMware,Intermediate,452.0,Course,4 - 12
Computational Social Science Methods,4.7,"University of California, Davis",Beginner,331.0,Course,1 - 4
Object-Oriented Programming with Java,4.7,Universidad de Palermo,Intermediate,6.0,Course,1 - 4
Understanding economic policymaking,4.8,IE Business School,Beginner,1000.0,Course,4 - 12
Active Learning in STEM with PhET Interactive Simulations,4.9,University of Colorado Boulder,Beginner,105.0,Specialization,12 - 24
Applied Digital Literacy,4.7,The State University of New York,Beginner,116.0,Specialization,12 - 24
Hacking Exercise For Health. The surprising new science of fitness.,4.7,McMaster University,Beginner,787.0,Course,1 - 4
Inspiring Peak Performance on Technical Teams,4.4,Advancing Women in Tech,Mixed,14.0,Course,1 - 4
Introduction to Machine Learning: Supervised Learning,3.3,University of Colorado Boulder,Intermediate,55.0,Course,4 - 12
Light Emitting Diodes and Semiconductor Lasers,3.9,University of Colorado Boulder,Advanced,45.0,Course,4 - 12
UX and Interface Design for Embedded Systems,4.3,University of Colorado Boulder,Intermediate,16.0,Course,4 - 12
Search and Display Advertising,4.5,University of Colorado Boulder,Beginner,88.0,Course,4 - 12
Robotics: Estimation and Learning,4.3,University of Pennsylvania,Mixed,501.0,Course,1 - 4
Foundations of Public Health Practice: The Public Health Approach,4.8,Imperial College London,Beginner,427.0,Course,1 - 4
Getting Started with Data Visualization in R,4.7,Johns Hopkins University,Beginner,251.0,Course,1 - 4
Advanced Trading Algorithms,4.6,Indian School of Business,Intermediate,519.0,Course,1 - 4
Rust for Large Language Model Operations (LLMOps),3.3,Duke University,Intermediate,6.0,Course,1 - 4
Endpoints and Systems,4.9,Cisco Learning and Certifications,Mixed,36.0,Course,1 - 4
Encoder-Decoder Architecture,4.2,Google Cloud,Advanced,32.0,Course,1 - 4
The 360º Corporation: Tools for Achieving Corporate Purpose,4.8,University of Toronto,Beginner,63.0,Course,1 - 4
Cultural impact of housing displacement gentrification,4.7,University of Glasgow,Intermediate,27.0,Course,1 - 4
Google Chat,4.8,Google Cloud,Beginner,22.0,Course,4 - 12
"Fundamentals of Immunology: Complement, MHC I and II, T Cells, and Cytokines",4.8,Rice University,Intermediate,481.0,Course,4 - 12
Genomic Data Science and Clustering (Bioinformatics V),4.2,University of California San Diego,Intermediate,90.0,Course,1 - 4
Embedded Systems using C,3.0,EDUCBA,Beginner,9.0,Course,1 - 4
Data and Health Indicators in Public Health Practice,4.7,Johns Hopkins University,Beginner,1200.0,Course,1 - 4
AR in marketing using Meta Spark,4.3,Meta,Beginner,22.0,Course,1 - 4
Pre-MBA Quantitative Skills: Finance,4.5,Rice University,Beginner,24.0,Course,4 - 12
Public Health Approaches to Abortion,4.9,Emory University,Beginner,20.0,Course,4 - 12
Business Implications of AI: A Nano-course,4.5,EIT Digital,Beginner,530.0,Course,1 - 4
Anatomy of the Abdomen and Pelvis; a journey from basis to clinic.  ,4.8,Universiteit Leiden,Mixed,453.0,Course,4 - 12
Use Tableau for Your Data Science Workflow,3.9,"University of California, Irvine",Beginner,20.0,Specialization,4 - 12
"Time Series Mastery: Forecasting with ETS, ARIMA, Python",3.7,Coursera Instructor Network,Beginner,9.0,Course,1 - 4
Industrial Relations: Fostering Workplace Climate,5.0,Coursera Instructor Network,Beginner,7.0,Course,1 - 4
Understanding the Value of Human-Centered Design,4.1,University of Illinois Urbana-Champaign,Mixed,8.0,Course,4 - 12
Ferrous Technology I,4.7,Pohang University of Science and Technology(POSTECH),Beginner,663.0,Course,4 - 12
Introduction to the Threat Intelligence Lifecycle ,4.8,IBM,Beginner,20.0,Course,4 - 12
Recent Advances in Freeform Electronics,4.7,Yonsei University,Intermediate,107.0,Course,4 - 12
Welcome to Munich,4.4,Technical University of Munich (TUM),Beginner,20.0,Course,4 - 12
FL Studio Basics,4.5,Berklee,Intermediate,11.0,Course,4 - 12
English Intermediate B1.2,4.7,Università di Napoli Federico II,Intermediate,86.0,Course,4 - 12
"Introduction to Ear, Nose, and Throat Disorders",4.8,Icahn School of Medicine at Mount Sinai,Beginner,1200.0,Specialization,12 - 24
Assessing Conflict ,4.7,Arizona State University,Beginner,6.0,Course,4 - 12
Fitting Statistical Models to Data with Python,4.4,University of Michigan,Intermediate,682.0,Course,1 - 4
Advanced Digital Transformation (Part 2),4.5,IIMA - IIM Ahmedabad,Intermediate,13.0,Course,4 - 12
Data Visualization with Tableau Project,4.6,"University of California, Davis",Intermediate,547.0,Course,4 - 12
The Art of Negotiation,4.5,"University of California, Irvine",Mixed,2900.0,Course,1 - 4
Learning for a Sustainable Future,4.7,The University of Edinburgh,Beginner,111.0,Course,4 - 12
Preparing for DP-900: Microsoft Azure Data Fundamentals Exam,4.6,Microsoft,Beginner,99.0,Course,1 - 4
Linear Regression for Business Statistics,4.8,Rice University,Mixed,1300.0,Course,1 - 4
Greening the Economy: Sustainable Cities,4.7,Lund University,Beginner,2400.0,Course,4 - 12
Service-Oriented Architecture,4.5,University of Alberta,Intermediate,567.0,Course,1 - 4
Immunology: Immune System and Infectious Diseases,4.8,Imperial College London,Intermediate,43.0,Course,4 - 12
International and Cross-Cultural Negotiation,4.7,ESSEC Business School,Intermediate,577.0,Course,1 - 4
Molecular Evolution (Bioinformatics IV),4.5,University of California San Diego,Intermediate,77.0,Course,4 - 12
What is news? ,4.7,Michigan State University,Mixed,1100.0,Course,4 - 12
Business English: Meetings,4.8,University of Washington,Intermediate,978.0,Course,1 - 4
Reigniting Employee Engagement,4.6,University of Michigan,Intermediate,16.0,Course,1 - 4
Justice and Equity in Technology Policy,4.8,University of Michigan,Beginner,13.0,Course,4 - 12
Women in Leadership: Inspiring Positive Change,4.7,Case Western Reserve University,Mixed,537.0,Course,4 - 12
"Mobile Marketing, Optimization Tactics, and Analytics",4.5,"University of California, Irvine",Beginner,37.0,Course,1 - 4
Cloud Networking,4.4,University of Illinois Urbana-Champaign,Mixed,302.0,Course,4 - 12
Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,4.7,Duke University,Beginner,123.0,Course,4 - 12
Supply Chain Analytics,4.7,Rutgers the State University of New Jersey,Beginner,787.0,Course,1 - 4
Serverless Data Processing with Dataflow: Operations,3.6,Google Cloud,Advanced,17.0,Course,4 - 12
Health and Safety of a Home-Based Childcare Center,4.0,The State University of New York,Beginner,8.0,Course,4 - 12
Healthcare Trends for Business Professionals,4.5,Northeastern University,Beginner,171.0,Specialization,12 - 24
Advancing Health Equity: A Guide to Reducing Bias in Healthcare,4.8,University of Michigan,Intermediate,6.0,Course,1 - 4
 FPGA computing systems: Background knowledge and introductory materials,4.6,Politecnico di Milano,Beginner,233.0,Course,4 - 12
Building Your Career as a Professional Singer,4.9,Berklee,Intermediate,7.0,Course,4 - 12
How to Build an Effective Service Company,4.3,IESE Business School,Beginner,21.0,Course,4 - 12
Value Investing Strategies  ,4.5,Starweaver,Beginner,6.0,Course,1 - 4
Introduction to Data Protection and Privacy,4.5,Coursera Instructor Network,Intermediate,12.0,Course,1 - 4
Corruption,4.7,University of Pennsylvania,Intermediate,542.0,Course,1 - 4
Game Design and Development 2: 2D Platformer,4.7,Michigan State University,Intermediate,107.0,Course,1 - 4
Making Data Science Work for Clinical Reporting,4.4,Genentech,Intermediate,7.0,Course,4 - 12
Design for Additive Manufacturing,4.9,Arizona State University,Intermediate,29.0,Course,1 - 4
4G Network Fundamentals,4.7,Institut Mines-Télécom,Intermediate,83.0,Course,4 - 12
AI and the Illusion of Intelligence,4.5,Copenhagen Business School,Beginner,16.0,Course,1 - 4
Responsible Conduct of Research,4.9,Utrecht University,Beginner,8.0,Course,4 - 12
Advanced Deployment Scenarios with TensorFlow,4.8,DeepLearning.AI,Intermediate,502.0,Course,1 - 4
Palo Alto Networks Security Operations  Fundamentals,4.8,Palo Alto Networks,Intermediate,159.0,Course,4 - 12
An Introduction to Programming using Python,4.8,University of Leeds,Beginner,49.0,Course,1 - 4
B2B and Territory Sales Strategies and Techniques,4.7,Coursera Instructor Network,Intermediate,7.0,Course,1 - 4
Intellectual Humility: Theory,4.5,The University of Edinburgh,Beginner,362.0,Course,4 - 12
Big data and Language 1,4.5,Korea Advanced Institute of Science and Technology(KAIST),Beginner,124.0,Course,1 - 4
Introduction to Enterprise Resiliency,4.5,IBM,Beginner,8.0,Course,1 - 4
Unethical Decision Making in Organizations,4.8,University of Lausanne,Beginner,401.0,Course,4 - 12
Cost Accounting: Profit and Loss Calculation,4.6,Technical University of Munich (TUM),Intermediate,58.0,Course,1 - 4
Experimental Design Basics,4.7,Arizona State University,Intermediate,267.0,Course,4 - 12
Identity Protection and Governance ,4.5,Microsoft,Intermediate,8.0,Course,1 - 4
Linux and Bash for Data Engineering,4.6,Duke University,Intermediate,109.0,Course,1 - 4
